nom_suggere;categorie;detail;ville;region;courriel;telephone;site;adresse;code_postal;gps;image;resume;nom_brut_melange
Pourvoirieobaska;Centre touristique de loisirs;Pourvoirie;Senneterre (paroisse);La Vallée-de-l'Or;info@pourvoirieobaska.com;819 627-6705;http://www.pourvoirieobaska.com;475 Route 113;J0Y2M0;48.21357,-77.35273;https://pourvoirieobaska.com/wp-content/uploads/2019/03/logo-fond.png;Découvrez la Pourvoirie Obaska, nichée au cur du village dObaska, au bord du lac Tiblemont, un véritable havre de paix en Abitibi. Cet endroit familial vous offre un cadre naturel idyllique idéal pour les passionnés de chasse, de pêche, de plaisance et d'activités en plein air. Profitez des chalets confortables et de vastes terrains à explorer. Que ce soit pour des activités sportives, nautiques;Au Petit Chalet (Maguire)
Pourvoirielagalette;Centre touristique de loisirs;Pourvoirie;La Tuque;La Tuque;info@pourvoirielagalette.ca;;http://www.pourvoirielagalette.ca;;;48.27466,-74.46157;https://pourvoirielagalette.ca/wp-content/plugins/sitepress-multilingual-cms/res/flags/fr.png;Le Réservoir Gouin, situé dans la région de la Mauricie, est une destination incontournable pour des vacances en famille. Réputé pour ses plages de sable fin et ses paysages à couper le souffle, il offre une atmosphère reposante et conviviale. Les visiteurs peuvent profiter de diverses activités nautiques et explorer la nature environnante à travers des randonnées. Que ce soit pour se détendre au ;Au Goût du Large
Sandlakecabins;Centre touristique de loisirs;Pourvoirie;Belleterre;Témiscamingue;sandlakecabins01@gmail.com;819 629-1704;http://www.sandlakecabins.com;424 Chemin du Lac aux Sables;J0Z1L0;47.38297,-78.692;https://sandlakecabins.com/site/wp-content/uploads/2023/11/logo-sandlakecabins-entete250.jpg;Le lac aux Sables, situé à Belleterre, est un véritable havre de paix pour les amateurs d'activités de plein air. Vous y découvrirez une multitude de lacs propices à la baignade, à la pêche ou à la navigation. Les chalets confortables et chaleureux offrent un cadre idéal pour se ressourcer en pleine nature. Que vous soyez en quête de tranquillité ou d'aventures en plein air, cette destination prom;Au coin de la Baie
Domainedesquinze;Centre touristique de loisirs;Pourvoirie;Moffet;Témiscamingue;yves_lechat_lacharite@hotmail.com;819 747-6103;http://www.domainedesquinze.com;983 Rue du quai;J0Z2W0;47.54955,-78.95374;http://www.domainedesquinze.com/images/peche-brochet.jpg;Découvrez la pourvoirie Domaine des Quinze, un véritable havre de paix situé au cur de la nature, idéal pour des vacances en famille ou entre amis. Profitez d'un cadre enchanteur avec des chalets confortables équipés de tout le nécessaire pour un séjour relaxant. Les activités incluent la chasse à lours, où les chances de succès sont élevées, ainsi que la pêche, avec des permis disponibles sur p;AU BALCON VERT D'ULVERTON
Pointeauxdores;Centre touristique de loisirs;Pourvoirie;La Tuque;La Tuque;infos@pointeauxdores.com;514 576-6028;http://www.pointeauxdores.com;;;48.40696,-75.09969;https://www.pointeauxdores.com/images/logo-h80.png;Venez vivre une expérience de pêche inoubliable au réservoir Gouin, l'un des meilleurs lieux pour capturer le doré et le brochet au Québec. Immergez-vous dans la beauté sauvage de la nature tout en bénéficiant d'un service professionnel. À votre arrivée, une barge vous transportera vers les chalets où votre équipe vous aidera avec vos bagages. Explorez plus de 25 sites de pêche variés, chacun offr;ArcelorMittal Exploitation minière Canada (Complexe minier de Mont-Wright)
Pourvoirielandrydixmilles;Centre touristique de loisirs;Pourvoirie;La Tuque;La Tuque;landry10milles@hotmail.com;819 801-8719;http://www.pourvoirielandrydixmilles.com;Chemin de Parent;;47.842,-74.78774;https://pourvoirielandrydixmilles.com/sites/default/files/logo_v2-01.png;Découvrez notre territoire exceptionnel, un véritable havre de paix où la faune s'épanouit dans un environnement naturel préservé. Idéal pour les amoureux de la nature et les aventuriers, cet endroit invite à l'exploration et à l'émerveillement. Promenez-vous dans ses paysages diversifiés, où chaque recoin offre des rencontres uniques avec la faune locale. Profitez d'activités en plein air qui vou;APPARTEMENTS SAINT-ALEXANDRE
Domainedoskelaneo;Centre touristique de loisirs;Pourvoirie;La Tuque;La Tuque;oskelaneo@domainedoskelaneo.com;819 667-2123;http://www.domainedoskelaneo.com;;;48.11452,-75.19533;http://www.domainedoskelaneo.com/images/logo-pourvoirie-oskelaneo-clova.png;Découvrez la pourvoirie du domaine DOskélanéo, un véritable havre de paix pour les amateurs de chasse et de pêche, situé le long de la charmante rivière Oskélanéo, dans la région du réservoir Gouin. Profitez d'hébergements spacieux et confortables, propices à la détente après vos journées d'aventure. La région offre des sites de pêche exceptionnels, notamment une frayère naturelle de doré. Avec s;Annette bar à vin
Pourvoiriequebecnature;Centre touristique de loisirs;Pourvoirie;Mont-Valin;Le Fjord-du-Saguenay;quebecnature@outlook.com;418 573-4112;https://pourvoiriequebecnature.com;;;49.1374,-70.33487;https://pourvoiriequebecnature.com/wp-content/uploads/2023/03/PourvoirieQuebecNature_LogoPhoto.png;Découvrez la pourvoirie Québec Nature, nichée au cur des monts Valin, un véritable paradis pour les amoureux de la nature. Ici, vous pourrez profiter d'une chasse de qualité sur un vaste territoire exclusif, tout en explorant les activités de plein air dans un cadre sauvage exceptionnel. Reconnue comme l'une des meilleures destinations pour la motoneige au Québec, cette pourvoirie offre également;Alexandre et fils
Pourvoirietrudeau;Centre touristique de loisirs;Pourvoirie;Saint-Zénon;Matawinie;info@pourvoirietrudeau.com;450 884-5432;http://www.pourvoirietrudeau.com;4535 Chemin Brassard;J0K3N0;46.49807,-73.73903;https://pourvoirietrudeau.com/wp-content/uploads/plaisir-au-rendez-vous-pourvoirie-trudeau.jpg;Découvrez la Pourvoirie Trudeau, un havre de paix situé en pleine nature dans la région de Lanaudière. Offrant des chalets tout équipés au bord dun lac paisible, cet endroit idyllique est parfait pour des vacances en famille ou entre amis. Profitez d'une variété d'activités de plein air, telles que la pêche, la baignade et la randonnée, dans un cadre enchanteur propice à la détente. Les forfaits ;AIRE D'ACCUEIL AU SOLEIL COUCHANT
Inukshuklodge;Centre touristique de loisirs;Pourvoirie;Rivière-Koksoak;Hors MRC (Administration régionale Kativik);info@inukshuklodge.com;450 324-1501;http://www.inukshuklodge.com;;;58.66038,-66.56585;https://inukshuklodge.com/wp-content/uploads/2020/11/logo.png;Découvrez l'Inukshuk Lodge, un véritable refuge au Nunavik, sur les rives de la baie d'Ungava. Cet établissement unique offre une expérience de pêche à la mouche inégalée pour capturer l'omble chevalier, la truite de mer et le saumon atlantique. Dans un paysage arctique sauvage, peu peuplé et riche en biodiversité, les passionnés de nature pourront explorer la faune, observer des ours blancs et ph;AIR TAMARAC, POURVOIRIE
Lacgoeland;Centre touristique de loisirs;Pourvoirie;Eeyou Istchee Baie-James;Hors MRC (Jamésie);info@lacgoeland.com;819 442-3119;http://www.lacgoeland.com;;;49.87833,-76.82474;https://static.wixstatic.com/media/7bca33_a78096fe34ef4e7a95384bdf4bd54000%7Emv2_d_3000_3000_s_4_2.png/v1/fit/w_2500,h_1330,al_c/7bca33_a78096fe34ef4e7a95384bdf4bd54000%7Emv2_d_3000_3000_s_4_2.png;Découvrez le charme du Lac Goéland, une destination idéale pour les amoureux de la nature et de la pêche. Ici, vous trouverez des chalets confortables, équipés des essentiels pour un séjour ressourçant. Profitez d'une expérience unique en louant des embarcations haut de gamme, parfaitement sécuritaires pour explorer le lac. Pour maximiser vos chances de pêche, réservez un forfait avec un guide pro;Activités en plein air | Quoi Faire | Bonjour Québec
Domaineforsythe;Centre touristique de loisirs;Pourvoirie;Senneterre;La Vallée-de-l'Or;domaineforsythe@gmail.com;819 414-0586;http://www.domaineforsythe.com;21 Montée Forsythe;J0Y2M0;48.24375,-76.42003;https://static.wixstatic.com/media/27c759_29c976253dbd4086b3f2e46cbce57f32~mv2.png/v1/fill/w_114,h_114,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/logo%20vert_edited_edited.png;Situé à 70 km de Senneterre, le Domaine Forsythe est une pourvoirie familiale qui offre une immersion authentique dans la nature québécoise. Depuis 1979, cet espace convivial vous invite à profiter de séjours de pêche au doré et au brochet, ainsi que de chasses à l'ours et à l'orignal. Que vous soyez en famille ou entre amis, vous serez séduit par le confort de nos chalets, de notre bachelor ou de;A/Maze Jeu d'évasion (Atwater)
Pourvoirielacblanc;Centre touristique de loisirs;Pourvoirie;Saint-Alexis-des-Monts;Maskinongé;chantal.grenier@pourvoirielacblanc.com;819 265-4242;http://www.pourvoirielacblanc.com;1000 Domaine Pellerin;J0K1V0;46.41113,-73.19475;https://d397xw3titc834.cloudfront.net/images/original/b/11/b11c11935b3fe6f992b2a35bd1246e0b.jpg;Nichée en Mauricie, à mi-chemin entre Montréal et Québec, cette pourvoirie écoresponsable est un véritable havre de paix pour les amateurs de nature et d'aventure. Offrant un cadre bucolique, elle propose une multitude d'activités de plein air, à chaque saison, de la pêche à la truite en été aux balades en chiens de traîneaux en hiver. Les hébergements, en chalets ou chambres individuelles, favori;9175JM - CHAMBRES À LOUER
Pourvoirieternay;Centre touristique de loisirs;Pourvoirie;Caniapiscau;Caniapiscau;vincent@construction-rb.qc.ca;418 222-3594;http://www.pourvoirieternay.com;;;53.42451,-69.09781;https://www.pourvoirieternay.com/wp-content/uploads/2022/04/IMG_1802-1-960x1280.jpg;La Pourvoirie Ternay, située à 100 miles au nord-ouest de Fermont, vous offre une expérience de pêche inoubliable au cur d'un écrin de nature préservée. Avec ses plans d'eau cristalline, ses plages de sable et sa faune riche, cet havre de paix vous permet de vous ressourcer loin de l'agitation quotidienne. Le chalet en bois rond, récemment rénové, offre une vue imprenable sur le lac et dispose de;569 HIBOU
Expeditionsrivierenoire;Centre touristique de loisirs;Pourvoirie;Waltham;Pontiac;ars.canots@gmail.com;613 639-2276;http://www.expeditionsrivierenoire.com;1952 Chemin de la Rivière Noire;J0X3H0;46.03258,-76.86533;https://expeditionsrivierenoire.com/wp-content/uploads/2025/03/Michel-Pouliot.jpg;Découvrez Aventure Rivière Sauvage, votre point de départ idéal pour des aventures en plein air dans le magnifique Pontiac. Située le long de la rivière Noire, cette entreprise propose des services de location de canots et de navettes pour explorer les rivières Noire, Coulonge et Dumoine. Idéal pour le canot-camping, chaque expédition vous immerge dans des paysages sauvages et enchanteurs. Profite;411 PIGNORONDE
3 Seasonscamp;Centre touristique de loisirs;Pourvoirie;Les Lacs-du-Témiscamingue;Témiscamingue;info@3seasonscamp.com;819 629-9060;http://www.3seasonscamp.com;;;47.08059,-79.06537;https://www.3seasonscamp.com/wp-content/uploads/2021/10/3-Seasons-Camp-Logo-scaled.jpg;Découvrez le Camp 3 Seasons, un refuge idyllique situé dans la région pittoresque de Témiscamingue, au cur de la magnifique province du Québec. Entouré de 6000 lacs et rivières, cet établissement familial, en activité depuis plus de 60 ans, offre une atmosphère chaleureuse et conviviale. Profitez de nos forfaits de pêche, qui garantissent des séjours plaisants avec un accueil soigné. Nos cabanes ;2958-7136 QUÉBEC INC. (REALM INC.)
Campgrassynarrows;Centre touristique de loisirs;Pourvoirie;Moffet;Témiscamingue;servicescampgrassynarrows@gmail.com;819 747-6471;http://www.campgrassynarrows.com;1889 Rue Grassy-Narrows;J0Z2W0;47.62702,-78.86184;https://static.wixstatic.com/media/c3f908_616e562373f94e2480f616321f858d9b.jpg/v1/fit/w_2500,h_1330,al_c/c3f908_616e562373f94e2480f616321f858d9b.jpg;Niché sur les rives du lac Des Quinze, le Camp Grassy Narrows offre un refuge au cur de la nature québécoise. Entouré de bouleaux et de pins, ce pourvoyeur est le point de départ idéal pour des vacances inoubliables. Profitez dune multitude de lacs accessibles, parfaits pour la pêche, ou partez à laventure lors de chasses aux ours dans la région nordique du Québec. Le camp, qui combine confort ;24 CHEMIN DES SKIEURS
Wedgehillslodge;Centre touristique de loisirs;Pourvoirie;Rivière-Koksoak;Hors MRC (Administration régionale Kativik);info@wedgehillslodge.com;450 612-3832;http://www.wedgehillslodge.com;Rivière George;;57.1846,-65.35772;https://wedgehillslodge.com/wp-content/uploads/2019/11/Wedge_Hill_2018-343-e1574093198196.jpg;Niché au cur du Nunavik, le Wedge Hills Lodge vous invite à une escapade inoubliable à proximité de la rivière George. Dans ce cadre subarctique idyllique, loin de l'agitation urbaine, découvrez des paysages à couper le souffle et une faune rare. Profitez de l'atmosphère chaleureuse de nos chalets confortables et laissez-vous tenter par nos activités de pêche à la mouche, ainsi que des excursions;22-32 CHEMIN DU HAMEAU
Gaspecoastal;Centre touristique de loisirs;Pourvoirie;Gaspé;La Côte-de-Gaspé;info@gaspecoastal.com;581 814-2212;http://www.gaspecoastal.com;274 Route 299;G0C1T0;48.90385,-64.59116;https://static.wixstatic.com/media/ffc3b8_b20ba4c9b3f348f59642586d178d5042~mv2.png/v1/fill/w_225,h_45,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/gaspecoastal_logo_horizontal_black%20(1).png;Découvrez les eaux côtières de la Gaspésie, un véritable paradis pour les amateurs de pêche. La Baie des Chaleurs offre un cadre exceptionnel, des estuaires tranquilles aux rivières cristallines, parfait pour cibler le saumon atlantique et le bar rayé. Le paysage, dominé par les majestueuses montagnes des Appalaches, enrichit cette expérience, créant une atmosphère unique. Au cur de Cascapedia-Sa;20 DENALI - BEL AIR
Cedarvalleylodge;Centre touristique de loisirs;Pourvoirie;Les Lacs-du-Témiscamingue;Témiscamingue;cedarvalleylodgeca@gmail.com;519 998-9708;http://www.cedarvalleylodge.ca;;;47.10995,-79.04477;http://www.cedarvalleylodge.ca/wp-content/uploads/2020/04/Cedar_Valley_Lodge_logo_120px.png;Découvrez le Cedar Valley Lodge, un véritable refuge niché au bord du lac Kipawa, dans le sud-ouest du Québec. Accessible par la route ou par voie nautique, cet endroit enchanteur offre une atmosphère paisible en pleine nature. Les eaux cristallines du lac abritent une faune variée et constituent un paradis pour les amateurs de pêche, avec des espèces comme le doré jaune et le brochet. Les mordus ;121-2
Brennanadventures;Centre touristique de loisirs;Pourvoirie;Sheenboro;Pontiac;john@brennanadventures.com;819 689-2642;http://www.brennanadventures.com;131 Sullivan Road;J0X2Z0;45.99957,-77.21319;https://static.wixstatic.com/media/e19e58_0e9994cfc85d40acbd0007d0a9f8bb40~mv2.png/v1/fill/w_43,h_32,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/e19e58_0e9994cfc85d40acbd0007d0a9f8bb40~mv2.png;Découvrez la ferme familiale de Sheenboro, au cur de la magnifique région du Québec. Avec ses 1 000 acres de terrain privé et l'accès à des terres couronnées, cet espace unique offre des sentiers exceptionnels pour randonneurs et photographes. Vivez des moments inoubliables en empruntant le sentier menant au sommet de Brennan's Bluff, à 810 pieds au-dessus de la vallée de l'Outaouais. Profitez d';109-200
Wtoutfitter;Centre touristique de loisirs;Pourvoirie;Kazabazua;La Vallée-de-la-Gatineau;tannerforestry@gmail.com;819 592-2749;http://www.wtoutfitter.ca;227 Jingletown Road;J0X1X0;45.9091,-76.12022;https://nebula.wsimg.com/e2d4189ef55cc50f0135fed26b237571?AccessKeyId=BE4839BD7E890F4328E1&disposition=0&alloworigin=1;WT Outfitter, situé à Kazabazua, au Québec, offre une expérience de plein air inoubliable, animée par Wayne Tanner et son fils Sean. À seulement une heure au nord d'Ottawa, cet établissement vous plonge dans des terrains de chasse exceptionnels qui sétendent sur Kazabazua, Danford Lake et Venosta. Que vous soyez un passionné de chasse au gros gibier ou aux petits animaux, WT Outfitter est lendro;1 MILLIARD D'ÉTOILES SUR LE LAC
Camps Odyssee;Centre touristique et santé;Centre de vacances;Saint-Aubert;L'Islet;info@camps-odyssee.com;418 598-6410;https://www.camps-odyssee.com/trois-saumons;420 chemin du Tour-du-Lac-Trois-Saumons;G0R2R0;47.111344,-70.221874;https://camps-odyssee.com/wp-content/uploads/2021/01/Sans-titre-5.png;Situé à Trois-Saumons, le camp Trois-Saumons est un lieu emblématique de vacances qui, depuis 1947, offre aux enfants une expérience unique de croissance personnelle. En plein cur de la nature, le camp allie découvertes, défis et activités passionnantes tout en assurant la sécurité des campeurs. Les thématiques originales et les olympiades stimulent l'esprit d'équipe et favorisent des amitiés dur;YAMACHICHE P.Q.
Universpanordik;Centre touristique et santé;Centre de santé, spa;Rivière-du-Loup;Rivière-du-Loup;universpa@hoteluniverselrdl.com;418 862-4555;http://www.universpanordik.com;311, boul. de l'Hôtel-De-Ville O.;G5R 5S4;47.81934366502,-69.55934652911;http://universpanordik.com/images/uploads/share-image.jpg;Situé à Rivière-du-Loup dans le Bas-Saint-Laurent, UniverSpa Nordik est un centre de santé urbain offrant une expérience de bien-être unique et relaxante. Avec ses installations de haute qualité, incluant un spa à ciel ouvert et une variété de soins de massothérapie et esthétiques, chaque visite devient une véritable évasion. Profitez dun massage, dun sauna sec ou humide, ainsi que de bains nord;Wiinipaakw Tours Solidarity Cooperative | Pourvoirie | Waskaganish (terre crie) | Bonjour Québec
Gorendezvous;Centre touristique et santé;Centre de santé, spa;Drummondville;Drummond;;819 388-2636;https://www.gorendezvous.com/okalm;600 Boulevard Saint-Joseph;J2C 2C1;45.8929708,-72.51369;https://gorendezvous-accounts-prod-r1.s3.ca-central-1.amazonaws.com/f2844e812952470c925b30a3950ac07b/logo.png?X-Amz-Expires=86400&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAUUB3S47BTHVJ4Q3C/20251118/ca-central-1/s3/aws4_request&X-Amz-Date=20251118T113644Z&X-Amz-SignedHeaders=host&X-Amz-Signature=40abc51a51dd5d8d7801244e40d1fec7309d22af014377657bf20c3e07671afa;Okalm, situé au cur de l'Hôtel et Suites Le Dauphin à Drummondville, est un havre de paix dédié au bien-être. Lauréat du prix Reconnaissance Relève 2024, cet établissement propose des soins de massage expert, idéaux pour soulager vos douleurs musculaires ou simplement pour vous offrir un moment de relaxation. Avec une équipe de massothérapeutes, kinésithérapeutes, orthothérapeutes et esthéticienn;Villages de pêche blanche de La Baie - Contact Nature
Coloniedesgreves;Centre touristique et santé;Centre de vacances;Contrecoeur;Marguerite-D'Youville;direction@coloniedesgreves.com;450 742-4767;https://www.coloniedesgreves.com;10350 route Marie-Victorin;J0L1C0;45.9766465,-73.180676;http://static1.squarespace.com/static/655cd869ae5c9c3d211b46d3/t/65a02bc798b6cf7e879cd83f/1704995783676/Col_complet.png?format=1500w;Nichée entre le fleuve Saint-Laurent et une forêt verdoyante, la Colonie des Grèves, à Contrecur, crée un environnement unique dédié à la nature et aux expériences familiales. Depuis plus d'un siècle, elle accueille des camps de vacances, des camps de jour et des séjours familiaux, offrant des moments inoubliables propices à l'épanouissement. Les visiteurs peuvent explorer 14 km de sentiers de ra;VILLA ÉVASION
Wixsite;Centre touristique et santé;Centre de vacances;Magog;Memphrémagog;campdescedres.ass.cedarlodge@gmail.com;819 843-2094;https://campdescedres.wixsite.com/campdescedres;3875 chemin de Georgeville;J1X0T4;45.1644625,-72.237543;https://static.wixstatic.com/media/ca2047_fa43e6c3eee74e5c84ca0ea4da22ec97%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/ca2047_fa43e6c3eee74e5c84ca0ea4da22ec97%7Emv2.jpg;Niché sur les rives du lac Memphrémagog à Georgeville, le Camp des Cèdres offre un cadre enchanteur où charme et nature se rencontrent. Avec une histoire riche remontant à 1898, ce lieu accueille des groupes allant jusqu'à 80 personnes dans des cabines et tentes. Idéal pour les églises et les organisations cherchant à renforcer les liens communautaires, le camp met à disposition des installations ;Véloroute des Draveurs | Piste / sentier | Gracefield | Bonjour Québec
Camppatmos;Centre touristique et santé;Centre de vacances;L'Ascension-de-Notre-Seigneur;Lac-Saint-Jean-Est;administration@camppatmos.ca;418 347-4514;https://www.camppatmos.ca;1865 route Uniforêt;G0W1Y0;48.7398764,-71.674244;https://camppatmos.ca/wp-content/uploads/2016/09/Logo-header-copie.png;Niché sur les rives du lac des Commissaires dans le sud du Lac-Saint-Jean, le Camp Patmos est un havre de paix fondé en 1972, idéal pour des vacances ressourçantes et des événements familiaux. Offrant une ambiance chaleureuse et conviviale, le camp s'adapte aux saisons : profitez de paysages enchanteurs l'été, ou découvrez la magie de l'hiver dans des installations accessibles toute l'année. Grâce;Véloroute des Draveurs
Campmusical;Centre touristique et santé;Centre de vacances;Saint-Alexandre-de-Kamouraska;Kamouraska;info@campmusical.com;418 495-2898;https://www.campmusical.com;267 rang Saint-Gérard Est;G0L2G0;47.6825145,-69.537235;http://static1.squarespace.com/static/60e617d467017947217605c0/t/6170350301b7446878c97022/1634743555423/31301456_10156365201377206_5885338144087607804_n.png?format=1500w;Niché en pleine nature, le Camp musical St-Alexandre offre un cadre inspirant et décontracté pour les passionnés de musique. Destiné aux jeunes, il propose des séjours mémorables où musique et nature sentrelacent. Les musiciens peuvent profiter dun studio denregistrement à la fine pointe, tandis que des résidences artistiques permettent aux créateurs de plonger dans leur processus. Ce lieu conv;Vélo de montagne et fatbike - Municipalité de Saint-Côme
Lasourcespa;Centre touristique et santé;Centre de santé, spa;Rawdon;Matawinie;info@lasourcespa.com;450 834-7727;http://www.lasourcespa.com;4200, rue Forest-Hill;J0K 1S0;46.0579979,-73.7340241;https://www.lasourcespa.com/site_v2/_/images/logo_full.svg;Niché au cur de la forêt luxuriante de Rawdon, La Source Bains Nordiques est un havre de paix où la détente prend tout son sens. Offrant une expérience inégalée de ressourcement, cet établissement propose des bains nordiques, des massages thérapeutiques et d'agréables aires de détente. Son bistro met en avant des plats savoureux à base de produits locaux, ajoutant une touche gastronomique à votre;TROIS PISTOLES SUR MER
Natureau;Centre touristique et santé;Centre de santé, spa;Mandeville;D'Autray;info@natureau.com;450 835-1300;http://www.natureau.com;22, chemin Natur'Eau;J0K 1L0;46.438789,-73.382304;https://natureau.com/wp-content/uploads/2022/05/experience-thermale.jpg;Niché au cur d'un écrin de nature, Natur'eau - Spa et Chalets vous invite à une expérience thermale inégalée. Dans le respect de la tradition des spas nordiques, offrez à votre corps et votre esprit instant de sérénité grâce à nos bains, saunas et salle d'aromathérapie. Nos chalets, véritables refuges, sont un havre de paix idéal pour les amoureux de la nature, combinant confort et activité en ha;TREMBLANT LES EAUX (O'BEAU SÉJOUR)
Ymcaquebec;Centre touristique et santé;Centre de vacances;Saint-Sauveur;Les Pays-d'en-Haut;camp.kanawana@ymcaquebec.org;450 227-2414;https://www.ymcaquebec.org/fr/trouver-un-y/camp-ymca-kanawana;673 montée Saint-Elmire;J0R1R1;45.8544687,-74.182052;https://www.ymcaquebec.org/_assets/6d0d5ec6f1ccc0dcfaf563ce46f08fc8/Assets/svg/originals/ymca-logo-fr.svg?1762274348;Niché à seulement 10 minutes de Saint-Sauveur, le Camp YMCA Kanawana offre une expérience enrichissante pour les jeunes à travers une variété de programmes de vacances, d'activités en plein air et de séjours de canot-camping. Les participants, âgés de 7 à 16 ans, découvrent la nature, développent des compétences, renforcent leur confiance et nouent des amitiés dans un cadre coopératif et sécuritai;Tous nos articles pour organiser votre séjour?|?Blogue Bonjour Québec
Petitmanoirducasino;Centre touristique et santé;Centre de santé, spa;La Malbaie;Charlevoix-Est;spa@petitmanoirducasino.ca;418 665-0000;http://www.petitmanoirducasino.ca;525, ch. des Falaises;G5A 2V5;47.624528,-70.143321;https://petitmanoirducasino.ca/wp-content/uploads/2025/06/logo.svg;Niché à La Malbaie, le Petit Manoir du Casino Hôtel, Pavillons et Spa offre une immersion authentique dans la magnifique région de Charlevoix. Cet établissement, idéal pour les couples, familles ou groupes, propose des chambres élégantes avec vue sur le fleuve Saint-Laurent et des pavillons spacieux situés sur la falaise de Pointe-au-Pic. Profitez d'un moment de détente au Spa O'Quartz après un re;Tourisme, vacances et séjour dans les Laurentides | Régions du Québec | Bonjour Québec
Spasantelenenuphar;Centre touristique et santé;Centre de santé, spa;Terrebonne;Les Moulins;info@lenenuphar.com;450 471-7193;https://spasantelenenuphar.com;704, rue Saint-Pierre;J6W 1E2;45.6929255,-73.633143;http://spasantelenenuphar.com/cdn/shop/files/logo_jpg.jpg?v=1714664903;Le Spa Santé Le Nénuphar, situé au cur de la région, est un véritable havre de paix dédié à votre bien-être. Ici, vous pourrez profiter d'une gamme variée de soins personnalisés, allant des traitements du visage aux massages relaxants, tout en bénéficiant des conseils de spécialistes attentionnés. L'ambiance apaisante et les produits de qualité utilisés créent une expérience de détente incomparab;TERFA - Canyon des Portes de l'Enfer
Spaovarium;Centre touristique et santé;Centre de santé, spa;Montréal;Montréal;info@ovarium.com;514 271-7515;http://www.spaovarium.com;400, rue Beaubien E.;H2S1S3;45.534076,-73.604769;https://www.spaovarium.com/wp-content/uploads/2024/02/blog-bienfaits.jpg;Le Spa Ovarium, situé à Montréal, est un havre de paix depuis 1982, reconnu pour son expertise en bains-flottants et massages. Offrant une atmosphère relaxante, cet établissement propose des soins uniques pour libérer le corps et l'esprit, comme le bain-flottant dans une capsule disolation sensorielle enrichie de sel dEpsom, des soins du visage personnalisés, et des massages adaptés aux besoins ;TERFA -  RÉSERVE FAUNIQUE DUCHÉNIER
Mon Fatima;Centre touristique et santé;Centre de vacances;Notre-Dame-de-l'Île-Perrot;Vaudreuil-Soulanges;dg@mon-camp.ca;514 453-7600;https://www.mon-fatima.ca;2464 boulevard Perrot;J7W2Y9;45.3568735,-73.920754;https://tj.imgix.net/fpl/seo/logo_fondation_paul_leboeuf_rouge_rgb.jpg?v=1717682965&w=1200&h=630&fm=jpg&fit=crop;Le Centre Notre-Dame-De-Fatima, situé dans la région de Fatima, est un lieu accueillant pour les personnes à besoins particuliers, offrant une variété d'activités récréatives et de camps de vacances. Ce centre se spécialise dans l'accompagnement en loisir, proposant des sorties scolaires et un camp de jour enrichissant. Le cadre naturel inspire à la détente et à l'apprentissage. En plus de ces ser;Station du Mont Edouard
Centre Normand Leveille;Centre touristique et santé;Centre de vacances;Drummondville;Drummond;centre@repitcnl.ca;819 478-1201;https://www.centre-normand-leveille.ca;950 chemin Hemming;J2B8S2;45.8694895,-72.459234;https://cdn.prod.website-files.com/63812b38062538aac2e75725/6509c45de21ae000116ee846_Opengraph-cnl.jpg;Le Centre Normand-Léveillé est un lieu dynamique qui offre une variété d'activités et d'événements captivants. Situé dans une région accueillante, ce centre est le point de rencontre idéal pour les amateurs de culture et de divertissement. Vous y découvrirez les dernières nouvelles et pourrez participer à des événements enrichissants organisés par la Fondation du Centre. Que vous soyez passionné d;Station de ski Mont-Orignal coopérative de solidarité / Ski de fond
Lacpouce;Centre touristique et santé;Centre de vacances;Saguenay;Saguenay;info@lacpouce.com;418 678-2455;https://www.lacpouce.com;6939 boulevard Talbot;G7N1W2;48.2950827,-71.155187;https://www.lacpouce.com/templates/images/logo.png;Le Centre du Lac Pouce, situé à Laterrière, offre un service de garde éducatif de qualité, axé sur l'exploration de la nature et le plein air. Accrédité et dirigé par deux éducatrices expérimentées, il accueille principalement les enfants des familles du secteur et des organismes communautaires du Saguenay. Les activités se déroulent dans un environnement revitalisé, proche du magnifique Lac Pouce;Station de ski Mont Miller | Murdochville | Chic-Chac
Campdesbouleaux;Centre touristique et santé;Centre de vacances;Grand-Remous;La Vallée-de-la-Gatineau;info@campdesbouleaux.com;819 438-2164;https://www.campdesbouleaux.com;71 chemin du Pin-Rouge;J0W1E0;46.62882,-75.795486;https://campdesbouleaux.com/wp-content/uploads/2025/07/blanc-60-2pouce.png;Le Camp des Bouleaux est un camp de vacances chrétien situé dans les Hautes-Laurentides, au bord du lac Grier à Grand-Remous, Québec. Ce lieu offre une atmosphère conviviale où la spiritualité et le plein air se rencontrent. Les campeurs peuvent profiter de diverses activités, telles que la baignade et des jeux extérieurs, tout en participant à un enseignement biblique enrichissant. En 2025, le ca;SKIEURS 22 - LES CHALETS ALPINS
